customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5052-PNLOS,f,0,Yes,No,3.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),105.35,323.25,Yes
3853-LYGAM,Male,0,YES,No,17.0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,1 year,Yes,Bank transfer (automatic),95.65,1640,No
6979-ZNSFF,Male,0,Yes,No,8.0,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,2 Year,Yes,Electronic check,87.05,762.1,Yes
5751-USDBL,Female,0,no,Yes,46.0,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,2 Year,No,Mailed check,81.0,3846.35,No
5680-LQOGP,fe male,0,Yes,No,68.0,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,1 Year,,Credit card (automatic),82.45,5646.6,No
2386-LAHRK,fe male,0,Yes,No,1.0,Yes,No,fiber optic,No,No,No,No,Yes,No,1 Year,Yes,Mailed check,53.5,53.5,Yes
8189-DUKMV,f,0,n,No,4.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Bank transfer (automatic),20.5,,No
6032-IGALN,Male,0,No,,1.0,No,No phone service,Dsl,No,No,No,No,No,No,2 year,Yes,Mailed check,25.1,25.1,Yes
9931-DCEZH,m,0,Yes,Yes,28.0,Yes,No,DSL,No,Yes,No,Yes,No,No,2 Year,Yes,Credit card (automatic),54.4,1516.6,No
1898-JSNDC,Male,0,n,No,39.0,Yes,No,DSL,No,Yes,No,No,Yes,No,One Year,Yes,Credit card (automatic),58.6,2224.5,No
0315-LVCRK,Female,0,n,No,11.0,Yes,No,fiber optic,No,No,Yes,No,No,Yes,Two Year,No,Electronic check,84.8,888.75,No
3911-RSNHI,Female,0,NO,No,71.0,No,No phone service,dsl,No,Yes,Yes,Yes,Yes,Yes,2 year,Yes,Credit card (automatic),61.4,4310.35,No
2410-CIYFZ,Female,0,Yes,Yes,2.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Mailed check,20.4,42.9,No
4248-HCETZ,Female,1,n,No,30.0,Yes,No,dsl,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Mailed check,79.65,2365.15,Yes
5505-OVWQW,FEMALE,0,no,No,17.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,No,Mailed check,20.15,353.65,No
7271-AJDTL,f,0,n,No,55.0,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,No,1 Year,Yes,Credit card (automatic),94.45,5073.1,No
1867-TJHTS,FEMALE,0,No,No,58.0,Yes,Yes,fiber,Yes,No,No,No,No,No,1 Year,,Bank transfer (automatic),79.8,4526.85,No
0516-WJVXC,m,0,NO,No,5.0,Yes,No,fiber optic,Yes,No,No,Yes,No,No,2 year,No,Electronic check,54.2,,Yes
9174-FKWZE,Male,1,NO,No,1.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,Yes,Electronic check,19.45,19.45,Yes
6860-YRJZP,fe male,1,n,No,9.0,Yes,Yes,fiber optic,No,No,No,No,No,No,1 Year,Yes,Electronic check,74.05,678.45,No
4429-WYGFR,f,0,no,No,26.0,Yes,No,dsl,No,No,No,Yes,No,No,One Year,No,Bank transfer (automatic),49.15,1237.3,No
2817-LVCPP,f,0,y,,50.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,No,Credit card (automatic),19.4,1023.95,No
5038-ETMLM,Female,0,Yes,No,72.0,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),113.65,8182.75,No
5056-FIMPT,Female,0,n,Yes,43.0,Yes,No,fiber,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit card (automatic),106.0,4532.3,No
4521-WFJAI,Male,0,Yes,No,56.0,Yes,Yes,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Bank transfer (automatic),25.95,1444.05,No
6569-KTMDU,Male,0,YES,No,1.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 Year,No,Mailed check,19.1,19.1,No
8809-RIHDD,f,0,No,Yes,72.0,Yes,Yes,dsl,No,Yes,Yes,No,Yes,Yes,1 year,,Electronic check,103.4,7372.65,Yes
8809-XKHMD,FEMALE,0,n,No,72.0,Yes,Yes,fiber,Yes,Yes,No,Yes,No,Yes,2 year,Yes,Bank transfer (automatic),100.55,7325.1,No
0396-YCHWO,Male,0,YES,No,36.0,Yes,Yes,Dsl,No,No,No,No,Yes,Yes,Two Year,Yes,Electronic check,95.4,3474.2,No
0867-LDTTC,Female,0,Yes,No,5.0,Yes,No,fiber,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank transfer (automatic),75.15,392.65,No
4822-NGOCH,Male,0,Yes,No,13.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,2 Year,Yes,Electronic check,84.45,1058.6,Yes
9391-DXGGG,FEMALE,1,Yes,No,44.0,Yes,No,dsl,No,Yes,Yes,No,No,Yes,2 Year,No,Credit card (automatic),89.15,3990.75,No
9844-FELAJ,m,1,No,Yes,70.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,2 Year,Yes,Electronic check,107.9,7475.85,No
2122-SZZZD,Male,0,y,No,,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Credit card (automatic),19.5,835.5,No
5307-DZCVC,f,1,Yes,No,32.0,Yes,Yes,Fiberoptic,No,No,No,No,Yes,No,2 Year,Yes,Credit card (automatic),85.95,2628.6,Yes
3148-AOIQT,f,0,YES,,69.0,Yes,Yes,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,Yes,Credit card (automatic),24.95,1718.35,No
8679-JOEVF,Male,1,No,No,16.0,Yes,No,fiber optic,No,No,No,Yes,Yes,No,Two Year,No,Electronic check,59.4,1023.9,Yes
8395-ETZKQ,FEMALE,1,YES,,68.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Bank transfer (automatic),19.5,1193.55,No
6692-YQHXC,f,0,YES,No,,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Credit card (automatic),69.95,1205.5,No
3889-VWBID,fe male,0,n,Yes,68.0,Yes,No,fiber optic,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank transfer (automatic),82.85,,No
5222-JCXZT,Male,0,n,No,4.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Mailed check,19.0,78.9,No
9754-CLVZW,Female,0,Yes,Yes,26.0,No,No phone service,Fiber Optic,Yes,Yes,No,Yes,No,No,Two Year,No,Credit card (automatic),38.85,1025.15,No
1432-FPAXX,m,0,NO,No,29.0,No,No phone service,Dsl,No,Yes,No,No,No,No,Two Year,Yes,Electronic check,30.6,856.35,Yes
2739-CCZMB,Male,0,n,Yes,5.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Credit card (automatic),20.35,122,No
7080-TNUWP,Female,0,YES,,70.0,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,No,Month-to-Month,,Bank transfer (automatic),95.0,6602.9,No
0496-AHOOK,FEMALE,0,NO,No,,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,1 year,No,Bank transfer (automatic),74.4,1712.9,No
8336-TAVKX,f,1,NO,No,,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,1 year,No,Bank transfer (automatic),78.45,5682.25,No
2468-SJFLM,FEMALE,0,No,No,1.0,Yes,No,dsl,No,No,No,Yes,No,No,2 year,Yes,Mailed check,74.3,74.3,No
3181-VTHOE,m,0,no,No,,No,No phone service,fiber,No,Yes,Yes,Yes,No,Yes,month to month,Yes,Bank transfer (automatic),51.05,3635.15,No
7168-HDQHG,FEMALE,0,No,Yes,36.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Bank transfer (automatic),19.2,702.9,No
4803-AXVYP,fe male,1,Yes,No,38.0,Yes,Yes,fiber,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Electronic check,99.55,3734.25,Yes
3884-HCSWG,f,0,Yes,No,17.0,Yes,No,Fiberoptic,No,No,No,No,No,No,1 Year,Yes,Electronic check,70.0,,Yes
4567-AKPIA,Male,0,Yes,Yes,41.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank transfer (automatic),109.1,4454.25,No
5077-DXTCG,fe male,0,Yes,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,45.3,45.3,Yes
1142-WACZW,f,0,n,No,2.0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-Month,No,Bank transfer (automatic),29.85,75.6,Yes
7901-HXJVA,Male,0,y,No,14.0,Yes,No,dsl,No,No,Yes,No,No,No,2 Year,No,Electronic check,76.45,1117.55,No
5649-ANRML,fe male,1,n,No,2.0,Yes,No,Dsl,No,Yes,Yes,Yes,No,Yes,One Year,,Credit card (automatic),95.1,180.25,Yes
4892-VLANZ,FEMALE,0,Yes,No,1.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,No,Mailed check,,19.8,Yes
5924-IFQTT,fe male,0,NO,Yes,13.0,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Electronic check,,930.05,No
7968-QUXNS,Female,0,Yes,No,6.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 Year,No,Mailed check,18.95,110.15,No
2919-HBCJO,m,0,YES,No,4.0,Yes,No,Fiber Optic,No,Yes,No,No,No,No,month to month,Yes,Bank transfer (automatic),76.65,333.6,Yes
4236-XPXAV,m,0,no,Yes,5.0,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,month to month,Yes,Mailed check,99.15,465.05,Yes
8903-WMRNW,FEMALE,0,No,,15.0,Yes,No,fiber optic,Yes,No,Yes,No,Yes,Yes,1 Year,No,Electronic check,,1669.4,No
2452-SNHFZ,fe male,0,Yes,No,,Yes,No,fiber optic,Yes,No,No,No,No,No,Two Year,No,Credit card (automatic),75.45,3545.1,No
3629-WEAAM,Female,0,Yes,No,8.0,Yes,No,fiber,No,No,Yes,Yes,No,Yes,1 Year,No,Mailed check,64.1,,No
6029-CSMJE,Male,0,Yes,No,17.0,No,No phone service,Fiber Optic,No,No,No,No,No,No,1 Year,Yes,Mailed check,25.65,440.2,No
7993-NQLJE,f,0,y,Yes,15.0,Yes,No,DSL,Yes,No,No,No,No,No,1 Year,No,Mailed check,75.1,1151.55,No
9909-DFRJA,Male,0,No,No,26.0,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank transfer (automatic),95.85,2475.35,No
9099-FTUHS,FEMALE,0,NO,No,23.0,Yes,Yes,fiber,Yes,No,No,No,No,No,1 Year,No,Electronic check,54.4,1249.25,No
0581-BXBUB,m,1,no,No,4.0,Yes,No,dsl,No,Yes,No,No,No,No,One Year,No,Electronic check,,317.75,No
4962-CHQPW,Male,0,No,,29.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Mailed check,19.85,535.05,No
9467-ROOLM,Male,0,Yes,No,25.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Mailed check,19.05,461.3,No
3030-YZADT,fe male,0,NO,No,9.0,Yes,No,Fiber Optic,No,No,No,No,No,No,2 Year,No,Mailed check,44.95,431,Yes
7410-KTVFV,Male,0,y,No,18.0,Yes,No,fiber optic,No,No,Yes,No,No,No,month to month,Yes,Mailed check,49.55,878.35,Yes
5150-ITWWB,m,1,Yes,No,3.0,Yes,Yes,fiber,No,No,No,No,Yes,Yes,1 Year,Yes,Electronic check,94.85,335.75,No
2253-KPMNB,Female,0,YES,Yes,69.0,No,No phone service,fiber,Yes,Yes,Yes,Yes,No,No,1 year,No,Bank transfer (automatic),,3121.4,No
1345-ZUKID,f,0,No,No,14.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 Year,No,Mailed check,19.35,,No
6429-SHBCB,Male,0,no,No,19.0,Yes,Yes,dsl,No,No,No,No,Yes,Yes,1 year,No,Mailed check,,1394.55,No
9281-OFDMF,Male,1,Yes,No,39.0,Yes,Yes,Fiberoptic,No,Yes,No,No,No,Yes,2 Year,No,Electronic check,90.7,3413.25,No
2603-HVKCG,Male,0,y,No,,Yes,No,Fiberoptic,No,Yes,Yes,No,Yes,Yes,1 Year,Yes,Electronic check,101.4,3143.65,No
1834-WULEG,Male,0,No,Yes,24.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Mailed check,20.25,439.75,No
9097-ZUBYC,m,0,YES,No,14.0,Yes,No,dsl,No,No,No,Yes,No,No,Month-to-Month,,Bank transfer (automatic),48.8,664.4,No
5148-ORICT,FEMALE,0,no,No,64.0,Yes,No,fiber optic,Yes,Yes,Yes,Yes,No,Yes,month to month,Yes,Mailed check,74.35,4759.55,No
4893-GYUJU,Male,0,Yes,No,50.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Mailed check,19.35,1033,No
4578-PHJYZ,Male,0,No,Yes,52.0,Yes,No,fiber,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Electronic check,68.75,3482.85,No
7272-QDCKA,f,0,n,No,28.0,Yes,Yes,dsl,No,Yes,No,No,Yes,Yes,month to month,No,Electronic check,100.2,2688.45,No
8908-SLFCJ,Male,0,y,No,21.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Credit card (automatic),20.85,435.25,No
8393-DLHGA,m,0,Yes,Yes,25.0,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic check,95.9,2448.75,Yes
9766-HGEDE,fe male,0,YES,No,17.0,Yes,No,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,19.35,307,No
6968-MHOMU,fe male,0,NO,No,58.0,No,No phone service,Fiber Optic,No,No,No,No,Yes,Yes,1 Year,Yes,Credit card (automatic),45.0,2689.35,No
7395-IGJOS,f,1,Yes,No,17.0,Yes,No,fiber,No,No,No,No,No,Yes,One Year,No,Bank transfer (automatic),81.5,1329.2,Yes
5044-XDPYX,f,0,Yes,No,51.0,Yes,Yes,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,25.5,1281.25,No
1814-WFGVS,Male,0,No,Yes,72.0,No,No phone service,Fiber Optic,Yes,No,Yes,Yes,Yes,No,1 year,No,Mailed check,48.9,3527,No
2834-SPCJV,m,0,no,No,52.0,Yes,No,fiber optic,Yes,No,No,No,Yes,No,2 Year,No,Electronic check,84.1,4348.65,Yes
3721-WKIIL,Male,0,YES,No,27.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,Yes,Mailed check,19.6,561.15,No
6734-CKRSM,Male,0,Yes,No,,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 Year,No,Mailed check,20.0,63.6,No
1265-ZFOSD,m,0,No,No,64.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,month to month,,Mailed check,81.3,5129.3,No
6568-POCUI,Male,0,NO,No,45.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,1 year,,Credit card (automatic),95.2,4285.8,No
7890-VYYWG,fe male,1,No,No,3.0,No,No phone service,dsl,No,No,No,No,Yes,No,Two Year,Yes,Mailed check,36.45,93.7,Yes
5197-LQXXH,f,0,NO,No,71.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,,Credit card (automatic),83.3,5894.5,No
9907-SWKKF,f,1,Yes,No,1.0,No,No phone service,Fiber Optic,No,No,No,No,No,No,2 year,No,Mailed check,25.05,25.05,Yes
3457-PQBYH,Female,0,no,Yes,58.0,Yes,No,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Credit card (automatic),20.3,1160.75,No
7682-AZNDK,m,0,NO,Yes,34.0,Yes,No,fiber optic,No,Yes,Yes,No,Yes,No,Two Year,Yes,Electronic check,89.85,3091.75,No
0587-DMGBH,m,0,y,No,8.0,Yes,No,Dsl,Yes,No,No,No,No,No,1 year,Yes,Electronic check,49.85,365.55,Yes
5384-ZTTWP,fe male,0,y,Yes,15.0,Yes,No,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,19.8,,No
3745-HRPHI,Male,0,No,Yes,66.0,No,No phone service,dsl,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank transfer (automatic),54.65,3632,No
7636-OWBPG,Male,1,YES,No,12.0,No,No phone service,dsl,No,Yes,No,No,No,No,One Year,Yes,Credit card (automatic),29.35,381.2,No
1231-YNDEK,Female,0,y,No,58.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,Yes,Bank transfer (automatic),19.15,1035.5,No
1407-DIGZV,Male,0,n,Yes,,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Mailed check,19.1,52,No
6397-JNZZG,FEMALE,1,Yes,No,43.0,No,No phone service,fiber,No,Yes,Yes,No,Yes,Yes,1 year,,Credit card (automatic),55.55,,Yes
0570-BFQHT,Male,0,no,No,9.0,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,2 Year,No,Electronic check,80.55,,No
4393-OBCRR,Male,0,YES,No,3.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,20.25,71.2,No
3523-QRQLL,Male,0,no,Yes,22.0,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Two Year,Yes,Bank transfer (automatic),,1498.2,Yes
8564-LDKFL,fe male,0,n,No,40.0,Yes,Yes,dsl,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank transfer (automatic),106.0,4178.65,No
3696-DFHHB,f,0,y,No,68.0,Yes,Yes,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Bank transfer (automatic),25.5,1821.8,No
0895-DQHEW,f,0,y,No,54.0,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic check,104.3,5278.15,Yes
4717-GHADL,f,0,Yes,No,50.0,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,Yes,1 year,Yes,Mailed check,,4024.2,No
5501-TVMGM,Male,0,no,,1.0,Yes,No,Fiber Optic,No,No,No,No,No,Yes,1 year,Yes,Electronic check,55.25,55.25,No
5879-HMFFH,Male,0,Yes,No,72.0,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank transfer (automatic),88.05,6520.8,No
6772-WFQRD,Female,0,YES,,40.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Bank transfer (automatic),20.4,854.9,No
3810-DVDQQ,f,0,Yes,Yes,72.0,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,1 year,Yes,Bank transfer (automatic),,8308.9,No
6972-SNKKW,m,0,Yes,No,6.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,No,Mailed check,20.0,109.2,No
3694-GLTJM,FEMALE,0,Yes,No,5.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,Yes,Credit card (automatic),19.65,92.05,No
8550-XSXUQ,Female,0,YES,No,48.0,Yes,Yes,dsl,No,Yes,Yes,No,No,Yes,1 year,Yes,Credit card (automatic),70.55,3420.5,No
8149-RSOUN,Male,0,No,No,,Yes,Yes,dsl,No,No,No,No,Yes,Yes,1 Year,Yes,Electronic check,93.85,93.85,Yes
9055-MOJJJ,Female,0,NO,Yes,64.0,Yes,No,dsl,Yes,No,No,Yes,Yes,No,Two Year,No,Mailed check,65.8,4068,No
4359-INNWN,Male,0,no,No,17.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Credit card (automatic),,337.9,No
0585-EGDDA,fe male,0,n,No,40.0,Yes,No,Fiberoptic,No,Yes,Yes,No,No,No,month to month,Yes,Electronic check,80.0,3168.75,No
4032-RMHCI,Female,0,Yes,Yes,41.0,No,No phone service,Fiberoptic,Yes,No,Yes,No,No,No,month to month,,Credit card (automatic),35.4,1412.4,No
0549-CYCQN,FEMALE,1,no,No,51.0,Yes,Yes,fiber,No,Yes,No,No,No,No,Two Year,Yes,Bank transfer (automatic),79.6,3974.7,No
3481-JHUZH,f,0,NO,No,41.0,Yes,Yes,fiber optic,No,Yes,No,No,No,No,month to month,Yes,Electronic check,80.25,3439,No
7250-EQKIY,fe male,0,YES,,1.0,Yes,No,Dsl,No,No,Yes,No,No,No,1 year,No,Mailed check,50.45,50.45,Yes
3594-IVHJZ,Male,0,NO,,2.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,Yes,Mailed check,20.45,42.45,No
6869-FGJJC,Female,0,y,No,68.0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-Month,No,Credit card (automatic),79.6,5461.45,No
3896-ZVNET,Male,0,n,Yes,24.0,Yes,Yes,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,24.7,571.75,No
8205-VSLRB,m,0,no,No,70.0,Yes,Yes,dsl,Yes,No,Yes,Yes,No,Yes,month to month,No,Credit card (automatic),77.3,5498.2,No
5960-MVTUK,Male,0,no,No,3.0,No,No phone service,fiber optic,No,No,No,Yes,No,No,2 Year,,Electronic check,29.75,96.85,No
6817-WTYHE,m,0,n,No,2.0,Yes,No,fiber optic,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),44.9,111.05,No
3082-VQXNH,Male,0,Yes,No,,No,No phone service,fiber,No,Yes,No,No,No,No,1 Year,No,Credit card (automatic),29.8,94.4,No
4013-UBXWQ,Female,0,y,No,7.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two Year,Yes,Electronic check,74.65,521.1,Yes
4931-TRZWN,fe male,0,NO,No,13.0,Yes,No,fiber optic,Yes,No,No,No,Yes,Yes,1 Year,Yes,Electronic check,71.95,923.85,No
0750-EKNGL,fe male,0,No,No,7.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Mailed check,20.75,141.1,No
7669-LCRSD,Female,0,y,Yes,12.0,Yes,No,Fiberoptic,No,No,No,No,Yes,No,Two Year,Yes,Mailed check,56.3,628.65,No
3567-PQTSO,f,0,no,Yes,53.0,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,1 Year,Yes,Electronic check,105.25,5576.3,No
5519-NPHVG,m,0,YES,No,12.0,Yes,Yes,dsl,No,No,No,No,Yes,Yes,1 year,Yes,Electronic check,94.2,1046.1,Yes
8043-PNYSD,Female,0,NO,Yes,63.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Mailed check,,1245.6,No
9938-EKRGF,m,0,y,No,15.0,Yes,No,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed check,84.45,1287.85,No
2703-AMTUL,Female,0,YES,Yes,36.0,Yes,No,Fiberoptic,Yes,Yes,No,No,No,No,Month-to-Month,,Mailed check,53.65,1939.35,No
0928-JMXNP,Female,1,Yes,No,4.0,No,No phone service,fiber,No,No,Yes,No,No,No,month to month,Yes,Electronic check,29.9,118.25,No
8173-RXAYP,Female,0,Yes,,24.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 Year,No,Mailed check,,452.55,No
4825-XJGDM,m,0,n,No,61.0,No,No phone service,Fiberoptic,Yes,Yes,Yes,Yes,No,No,month to month,No,Credit card (automatic),43.7,2696.55,No
5402-HTOTQ,Male,0,n,No,16.0,Yes,Yes,fiber,No,Yes,No,No,No,No,1 year,No,Electronic check,55.3,875.35,No
6734-JDTTV,fe male,0,n,,65.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 Year,Yes,Credit card (automatic),19.85,1267.05,No
7850-THJMU,Female,0,Yes,Yes,26.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Credit card (automatic),19.65,494.9,No
3890-RTCMS,Male,0,Yes,No,16.0,Yes,No,Fiber Optic,No,No,No,Yes,No,No,One Year,Yes,Mailed check,49.45,799,No
8849-GYOKR,f,0,No,No,54.0,Yes,Yes,Dsl,Yes,Yes,No,No,Yes,Yes,One Year,No,Bank transfer (automatic),,5763.3,Yes
3148-BLQJT,Male,0,Yes,No,1.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Mailed check,20.1,20.1,Yes
3717-FDJFU,Male,0,no,Yes,5.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,20.45,106.9,No
3665-JATSN,m,0,No,No,19.0,No,No phone service,dsl,No,Yes,No,No,No,Yes,2 year,Yes,Electronic check,39.7,710.05,No
7966-YOTQW,Male,0,YES,No,10.0,Yes,Yes,fiber optic,Yes,No,No,No,No,No,month to month,Yes,Credit card (automatic),,568.2,No
0461-CVKMU,fe male,0,Yes,Yes,23.0,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,2 year,No,Electronic check,,1900.25,Yes
8806-EAGWC,m,0,y,,3.0,Yes,No,fiber optic,No,No,No,No,Yes,No,2 Year,No,Mailed check,55.15,159.15,Yes
8853-TZDGH,m,0,YES,No,,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),111.6,8012.75,No
7779-LGOVN,m,1,Yes,No,10.0,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Month-to-Month,Yes,Electronic check,86.65,,Yes
4324-BZCKL,Male,0,n,Yes,,Yes,No,fiber optic,No,Yes,Yes,No,No,No,Two Year,Yes,Mailed check,55.55,551.3,No
6924-TDGMT,m,0,YES,No,11.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,Yes,Mailed check,20.55,184.95,No
9710-ZUSHQ,Male,1,no,,37.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,2 Year,Yes,Bank transfer (automatic),106.75,4056.75,Yes
1536-YHDOE,Male,0,Yes,Yes,17.0,Yes,Yes,Dsl,Yes,No,No,Yes,No,No,2 Year,Yes,Mailed check,62.1,1096.65,No
8123-QBNAZ,fe male,0,Yes,Yes,36.0,Yes,Yes,Dsl,Yes,No,Yes,No,Yes,Yes,2 year,Yes,Credit card (automatic),104.5,3684.95,No
